region_id,region_name,province_id,province_name,commune_id,commune_name
01,Tarapaca,011,Iquique,01101,Iquique
01,Tarapaca,011,Iquique,01107,Alto Hospicio
01,Tarapaca,014,Tamarugal,01401,Pozo Almonte
01,Tarapaca,014,Tamarugal,01402,Camina
01,Tarapaca,014,Tamarugal,01403,Colchane
01,Tarapaca,014,Tamarugal,01404,Huara
01,Tarapaca,014,Tamarugal,01405,Pica
02,Antofagasta,021,Antofagasta,02101,Antofagasta
02,Antofagasta,021,Antofagasta,02102,Mejillones
02,Antofagasta,021,Antofagasta,02103,Sierra Gorda
02,Antofagasta,021,Antofagasta,02104,Taltal
02,Antofagasta,022,El Loa,02201,Calama
02,Antofagasta,022,El Loa,02202,Ollague
02,Antofagasta,022,El Loa,02203,San Pedro de Atacama
02,Antofagasta,023,Tocopilla,02301,Tocopilla
02,Antofagasta,023,Tocopilla,02302,Maria Elena
03,Atacama,031,Copiapo,03101,Copiapo
03,Atacama,031,Copiapo,03102,Caldera
03,Atacama,031,Copiapo,03103,Tierra Amarilla
03,Atacama,032,Chanaral,03201,Chanaral
03,Atacama,032,Chanaral,03202,Diego de Almagro
03,Atacama,033,Huasco,03301,Vallenar
03,Atacama,033,Huasco,03302,Alto del Carmen
03,Atacama,033,Huasco,03303,Freirina
03,Atacama,033,Huasco,03304,Huasco
04,Coquimbo,041,Elqui,04101,La Serena
04,Coquimbo,041,Elqui,04102,Coquimbo
04,Coquimbo,041,Elqui,04103,Andacollo
04,Coquimbo,041,Elqui,04104,La Higuera
04,Coquimbo,041,Elqui,04105,Paiguano
04,Coquimbo,041,Elqui,04106,Vicuna
04,Coquimbo,042,Choapa,04201,Illapel
04,Coquimbo,042,Choapa,04202,Canela
04,Coquimbo,042,Choapa,04203,Los Vilos
04,Coquimbo,042,Choapa,04204,Salamanca
04,Coquimbo,043,Limari,04301,Ovalle
04,Coquimbo,043,Limari,04302,Combarbala
04,Coquimbo,043,Limari,04303,Monte Patria
04,Coquimbo,043,Limari,04304,Punitaqui
04,Coquimbo,043,Limari,04305,Rio Hurtado
05,Valparaiso,051,Valparaiso,05101,Valparaiso
05,Valparaiso,051,Valparaiso,05102,Casablanca
05,Valparaiso,051,Valparaiso,05103,Concon
05,Valparaiso,051,Valparaiso,05104,Juan Fernandez
05,Valparaiso,051,Valparaiso,05105,Puchuncavi
05,Valparaiso,051,Valparaiso,05107,Quintero
05,Valparaiso,051,Valparaiso,05109,Vina del Mar
05,Valparaiso,052,Isla de Pascua,05201,Isla de Pascua
05,Valparaiso,053,Los Andes,05301,Los Andes
05,Valparaiso,053,Los Andes,05302,Calle Larga
05,Valparaiso,053,Los Andes,05303,Rinconada
05,Valparaiso,053,Los Andes,05304,San Esteban
05,Valparaiso,054,Petorca,05401,La Ligua
05,Valparaiso,054,Petorca,05402,Cabildo
05,Valparaiso,054,Petorca,05403,Papudo
05,Valparaiso,054,Petorca,05404,Petorca
05,Valparaiso,054,Petorca,05405,Zapallar
05,Valparaiso,055,Quillota,05501,Quillota
05,Valparaiso,055,Quillota,05502,Calera
05,Valparaiso,055,Quillota,05503,Hijuelas
05,Valparaiso,055,Quillota,05504,La Cruz
05,Valparaiso,055,Quillota,05506,Nogales
05,Valparaiso,056,San Antonio,05601,San Antonio
05,Valparaiso,056,San Antonio,05602,Algarrobo
05,Valparaiso,056,San Antonio,05603,Cartagena
05,Valparaiso,056,San Antonio,05604,El Quisco
05,Valparaiso,056,San Antonio,05605,El Tabo
05,Valparaiso,056,San Antonio,05606,Santo Domingo
05,Valparaiso,057,San Felipe de Aconcagua,05701,San Felipe
05,Valparaiso,057,San Felipe de Aconcagua,05702,Catemu
05,Valparaiso,057,San Felipe de Aconcagua,05703,Llaillay
05,Valparaiso,057,San Felipe de Aconcagua,05704,Panquehue
05,Valparaiso,057,San Felipe de Aconcagua,05705,Putaendo
05,Valparaiso,057,San Felipe de Aconcagua,05706,Santa Maria
05,Valparaiso,058,Marga Marga,05801,Quilpue
05,Valparaiso,058,Marga Marga,05802,Limache
05,Valparaiso,058,Marga Marga,05803,Olmue
05,Valparaiso,058,Marga Marga,05804,Villa Alemana
06,Libertador General Bernardo OHiggins,061,Cachapoal,06101,Rancagua
06,Libertador General Bernardo OHiggins,061,Cachapoal,06102,Codegua
06,Libertador General Bernardo OHiggins,061,Cachapoal,06103,Coinco
06,Libertador General Bernardo OHiggins,061,Cachapoal,06104,Coltauco
06,Libertador General Bernardo OHiggins,061,Cachapoal,06105,Donihue
06,Libertador General Bernardo OHiggins,061,Cachapoal,06106,Graneros
06,Libertador General Bernardo OHiggins,061,Cachapoal,06107,Las Cabras
06,Libertador General Bernardo OHiggins,061,Cachapoal,06108,Machali
06,Libertador General Bernardo OHiggins,061,Cachapoal,06109,Malloa
06,Libertador General Bernardo OHiggins,061,Cachapoal,06110,Mostazal
06,Libertador General Bernardo OHiggins,061,Cachapoal,06111,Olivar
06,Libertador General Bernardo OHiggins,061,Cachapoal,06112,Peumo
06,Libertador General Bernardo OHiggins,061,Cachapoal,06113,Pichidegua
06,Libertador General Bernardo OHiggins,061,Cachapoal,06114,Quinta de Tilcoco
06,Libertador General Bernardo OHiggins,061,Cachapoal,06115,Rengo
06,Libertador General Bernardo OHiggins,061,Cachapoal,06116,Requinoa
06,Libertador General Bernardo OHiggins,061,Cachapoal,06117,San Vicente
06,Libertador General Bernardo OHiggins,062,Cardenal Caro,06201,Pichilemu
06,Libertador General Bernardo OHiggins,062,Cardenal Caro,06202,La Estrella
06,Libertador General Bernardo OHiggins,062,Cardenal Caro,06203,Litueche
06,Libertador General Bernardo OHiggins,062,Cardenal Caro,06204,Marchihue
06,Libertador General Bernardo OHiggins,062,Cardenal Caro,06205,Navidad
06,Libertador General Bernardo OHiggins,062,Cardenal Caro,06206,Paredones
06,Libertador General Bernardo OHiggins,063,Colchagua,06301,San Fernando
06,Libertador General Bernardo OHiggins,063,Colchagua,06302,Chepica
06,Libertador General Bernardo OHiggins,063,Colchagua,06303,Chimbarongo
06,Libertador General Bernardo OHiggins,063,Colchagua,06304,Lolol
06,Libertador General Bernardo OHiggins,063,Colchagua,06305,Nancagua
06,Libertador General Bernardo OHiggins,063,Colchagua,06306,Palmilla
06,Libertador General Bernardo OHiggins,063,Colchagua,06307,Peralillo
06,Libertador General Bernardo OHiggins,063,Colchagua,06308,Placilla
06,Libertador General Bernardo OHiggins,063,Colchagua,06309,Pumanque
06,Libertador General Bernardo OHiggins,063,Colchagua,06310,Santa Cruz
07,Maule,071,Talca,07101,Talca
07,Maule,071,Talca,07102,Constitucion
07,Maule,071,Talca,07103,Curepto
07,Maule,071,Talca,07104,Empedrado
07,Maule,071,Talca,07105,Maule
07,Maule,071,Talca,07106,Pelarco
07,Maule,071,Talca,07107,Pencahue
07,Maule,071,Talca,07108,Rio Claro
07,Maule,071,Talca,07109,San Clemente
07,Maule,071,Talca,07110,San Rafael
07,Maule,072,Cauquenes,07201,Cauquenes
07,Maule,072,Cauquenes,07202,Chanco
07,Maule,072,Cauquenes,07203,Pelluhue
07,Maule,073,Curico,07301,Curico
07,Maule,073,Curico,07302,Hualane
07,Maule,073,Curico,07303,Licanten
07,Maule,073,Curico,07304,Molina
07,Maule,073,Curico,07305,Rauco
07,Maule,073,Curico,07306,Romeral
07,Maule,073,Curico,07307,Sagrada Familia
07,Maule,073,Curico,07308,Teno
07,Maule,073,Curico,07309,Vichuquen
07,Maule,074,Linares,07401,Linares
07,Maule,074,Linares,07402,Colbun
07,Maule,074,Linares,07403,Longavi
07,Maule,074,Linares,07404,Parral
07,Maule,074,Linares,07405,Retiro
07,Maule,074,Linares,07406,San Javier
07,Maule,074,Linares,07407,Villa Alegre
07,Maule,074,Linares,07408,Yerbas Buenas
08,Biobio,081,Concepcion,08101,Concepcion
08,Biobio,081,Concepcion,08102,Coronel
08,Biobio,081,Concepcion,08103,Chiguayante
08,Biobio,081,Concepcion,08104,Florida
08,Biobio,081,Concepcion,08105,Hualqui
08,Biobio,081,Concepcion,08106,Lota
08,Biobio,081,Concepcion,08107,Penco
08,Biobio,081,Concepcion,08108,San Pedro de la Paz
08,Biobio,081,Concepcion,08109,Santa Juana
08,Biobio,081,Concepcion,08110,Talcahuano
08,Biobio,081,Concepcion,08111,Tome
08,Biobio,081,Concepcion,08112,Hualpen
08,Biobio,082,Arauco,08201,Lebu
08,Biobio,082,Arauco,08202,Arauco
08,Biobio,082,Arauco,08203,Canete
08,Biobio,082,Arauco,08204,Contulmo
08,Biobio,082,Arauco,08205,Curanilahue
08,Biobio,082,Arauco,08206,Los Alamos
08,Biobio,082,Arauco,08207,Tirua
08,Biobio,083,Biobio,08301,Los Angeles
08,Biobio,083,Biobio,08302,Antuco
08,Biobio,083,Biobio,08303,Cabrero
08,Biobio,083,Biobio,08304,Laja
08,Biobio,083,Biobio,08305,Mulchen
08,Biobio,083,Biobio,08306,Nacimiento
08,Biobio,083,Biobio,08307,Negrete
08,Biobio,083,Biobio,08308,Quilaco
08,Biobio,083,Biobio,08309,Quilleco
08,Biobio,083,Biobio,08310,San Rosendo
08,Biobio,083,Biobio,08311,Santa Barbara
08,Biobio,083,Biobio,08312,Tucapel
08,Biobio,083,Biobio,08313,Yumbel
08,Biobio,083,Biobio,08314,Alto Biobio
09,La Araucania,091,Cautin,09101,Temuco
09,La Araucania,091,Cautin,09102,Carahue
09,La Araucania,091,Cautin,09103,Cunco
09,La Araucania,091,Cautin,09104,Curarrehue
09,La Araucania,091,Cautin,09105,Freire
09,La Araucania,091,Cautin,09106,Galvarino
09,La Araucania,091,Cautin,09107,Gorbea
09,La Araucania,091,Cautin,09108,Lautaro
09,La Araucania,091,Cautin,09109,Loncoche
09,La Araucania,091,Cautin,09110,Melipeuco
09,La Araucania,091,Cautin,09111,Nueva Imperial
09,La Araucania,091,Cautin,09112,Padre las Casas
09,La Araucania,091,Cautin,09113,Perquenco
09,La Araucania,091,Cautin,09114,Pitrufquen
09,La Araucania,091,Cautin,09115,Pucon
09,La Araucania,091,Cautin,09116,Saavedra
09,La Araucania,091,Cautin,09117,Teodoro Schmidt
09,La Araucania,091,Cautin,09118,Tolten
09,La Araucania,091,Cautin,09119,Vilcun
09,La Araucania,091,Cautin,09120,Villarrica
09,La Araucania,091,Cautin,09121,Cholchol
09,La Araucania,092,Malleco,09201,Angol
09,La Araucania,092,Malleco,09202,Collipulli
09,La Araucania,092,Malleco,09203,Curacautin
09,La Araucania,092,Malleco,09204,Ercilla
09,La Araucania,092,Malleco,09205,Lonquimay
09,La Araucania,092,Malleco,09206,Los Sauces
09,La Araucania,092,Malleco,09207,Lumaco
09,La Araucania,092,Malleco,09208,Puren
09,La Araucania,092,Malleco,09209,Renaico
09,La Araucania,092,Malleco,09210,Traiguen
09,La Araucania,092,Malleco,09211,Victoria
10,Los Lagos,101,Llanquihue,10101,Puerto Montt
10,Los Lagos,101,Llanquihue,10102,Calbuco
10,Los Lagos,101,Llanquihue,10103,Cochamo
10,Los Lagos,101,Llanquihue,10104,Fresia
10,Los Lagos,101,Llanquihue,10105,Frutillar
10,Los Lagos,101,Llanquihue,10106,Los Muermos
10,Los Lagos,101,Llanquihue,10107,Llanquihue
10,Los Lagos,101,Llanquihue,10108,Maullin
10,Los Lagos,101,Llanquihue,10109,Puerto Varas
10,Los Lagos,102,Chiloe,10201,Castro
10,Los Lagos,102,Chiloe,10202,Ancud
10,Los Lagos,102,Chiloe,10203,Chonchi
10,Los Lagos,102,Chiloe,10204,Curaco de Velez
10,Los Lagos,102,Chiloe,10205,Dalcahue
10,Los Lagos,102,Chiloe,10206,Puqueldon
10,Los Lagos,102,Chiloe,10207,Queilen
10,Los Lagos,102,Chiloe,10208,Quellon
10,Los Lagos,102,Chiloe,10209,Quemchi
10,Los Lagos,102,Chiloe,10210,Quinchao
10,Los Lagos,103,Osorno,10301,Osorno
10,Los Lagos,103,Osorno,10302,Puerto Octay
10,Los Lagos,103,Osorno,10303,Purranque
10,Los Lagos,103,Osorno,10304,Puyehue
10,Los Lagos,103,Osorno,10305,Rio Negro
10,Los Lagos,103,Osorno,10306,San Juan de la Costa
10,Los Lagos,103,Osorno,10307,San Pablo
